"X","Y"
318,1510.78810602734
319,1510.79266530177
320,1510.79237680948
321,1510.78843122577
322,1510.79911113441
323,1510.79085016888
324,1510.79426865702
325,1510.79194309647
326,1510.79059421752
327,1510.79373162752
328,1510.79158786617
329,1510.7928448682
330,1510.79482037126
331,1510.79385997686
332,1510.78666875408
333,1510.79094239461
334,1510.79279423648
335,1510.7919418258
336,1510.79574477023
337,1510.79192180068
338,1510.78693591587
339,1510.79152906503
340,1510.79764219903
341,1510.78990984956
342,1510.79321313772
343,1510.78919925902
344,1510.79363154147
345,1510.79222857539
346,1510.7914257035
347,1510.78893275332
348,1510.7890133124
349,1510.79290841843
350,1510.79400934193
351,1510.79064030441
352,1510.79010077053
353,1510.79217537055
354,1510.79006617232
355,1510.79153752317
356,1510.79185283146
357,1510.78737833168
358,1510.79389345312
359,1510.79296179618
360,1510.78770324286
361,1510.79364205416
362,1510.79304809492
363,1510.79396707791
364,1510.78728942636
365,1510.78905372379
366,1510.78691269081
367,1510.79357021094
368,1510.7901836514
369,1510.78904099716
370,1510.79464776825
371,1510.78978590783
372,1510.79087673317
373,1510.79064159142
374,1510.78984676486
375,1510.79262411954
376,1510.79119462599
377,1510.79180155427
378,1510.78737433766
379,1510.79159529321
380,1510.78959156232
381,1510.79224841757
382,1510.79048894618
383,1510.78779988058
384,1510.79322676495
385,1510.7907875967
386,1510.79111440212
387,1510.79261579653
388,1510.79535240605
389,1510.7940011455
390,1510.79221985644
391,1510.79286711449
392,1510.79203176756
393,1510.79250413281
394,1510.78755411167
395,1510.79074156754
396,1510.79169710437
397,1510.78707631385
398,1510.79144543151
399,1510.79277997264
400,1510.7950679439
401,1510.79295953526
402,1510.79477445511
403,1510.78999031166
404,1510.79932941248
405,1510.79016202428
406,1510.792613759
407,1510.79067626412
408,1510.79598583721
409,1510.79712449378
410,1510.79435397162
411,1510.79396763268
412,1510.78866006872
413,1510.78685752461
414,1510.79202342462
415,1510.78914035422
416,1510.79321706772
417,1510.78714269492
418,1510.79868506763
419,1510.79270714154
420,1510.7900876773
421,1510.79108868116
422,1510.7928367606
423,1510.79616447759
424,1510.79339582496
425,1510.7962067829
426,1510.79703430796
427,1510.79050605977
428,1510.79215455272
429,1510.79637225962
430,1510.79813187412
431,1510.7918428586
432,1510.79322851966
433,1510.79399652348
434,1510.78574328704
435,1510.79318451075
436,1510.79526958426
437,1510.79161273697
438,1510.78767973673
439,1510.7954817051
440,1510.79444313612
441,1510.78801283628
442,1510.79059658136
443,1510.79130556757
444,1510.79166166719
445,1510.78942049118
446,1510.79833369098
447,1510.78893065496
448,1510.7951312805
449,1510.78376918497
450,1510.79621332638
451,1510.79177333459
452,1510.79514612364
453,1510.79375895893
454,1510.79025499421
455,1510.79138826111
456,1510.79270140743
457,1510.79261460226
458,1510.79498135674
459,1510.79257977076
460,1510.78911603642
461,1510.78876004705
462,1510.79717325185
463,1510.79464914221
464,1510.79905552237
465,1510.79287420396
466,1510.79840169895
467,1510.79465721385
468,1510.7926380426
469,1510.78977550198
470,1510.78829698194
471,1510.79279192999
472,1510.79519070105
473,1510.79259432928
474,1510.79629453214
475,1510.79190927495
476,1510.79280534335
477,1510.78988424505
478,1510.79495061076
479,1510.78888480148
480,1510.79417387427
481,1510.7905477651
482,1510.79507968718
483,1510.79525690202
484,1510.79113931495
485,1510.79708361124
486,1510.7958707739
487,1510.79603934597
488,1510.79860711237
489,1510.79115838514
490,1510.79171037152
491,1510.79003620339
492,1510.79542090572
493,1510.79142848438
494,1510.79203193435
495,1510.79235537547
496,1510.79139176743
497,1510.79313628834
498,1510.79393839988
499,1510.79556882155
500,1510.79114321062
501,1510.79502936371
502,1510.78962163879
503,1510.7884514059
504,1510.79654104246
505,1510.79049196353
506,1510.79364330105
507,1510.7911591771
508,1510.7925992541
509,1510.79285342245
510,1510.7966525323
511,1510.79478813414
512,1510.79123268563
513,1510.78723057723
514,1510.79007979444
515,1510.79222091009
516,1510.78971886173
517,1510.79302996926
518,1510.79303089741
519,1510.78987659605
520,1510.79156992324
521,1510.79114927941
522,1510.79286279023
523,1510.79287695559
524,1510.79247934905
525,1510.79480075426
526,1510.79404155503
527,1510.79567893243
528,1510.79233549286
529,1510.79745924722
530,1510.79311722572
531,1510.79550610136
532,1510.79540303749
533,1510.7945283674
534,1510.79170981117
535,1510.79229078562
536,1510.79590757587
537,1510.78868618346
538,1510.7935776143
539,1510.79180091563
540,1510.78961970087
541,1510.78524889118
542,1510.79132907216
543,1510.79532547601
544,1510.79369253526
545,1510.79054256989
546,1510.79252518462
547,1510.78865338727
548,1510.7863961247
549,1510.78920344802
550,1510.79121894788
551,1510.78841195385
552,1510.78819403858
553,1510.79321858296
554,1510.7945447977
555,1510.7930107322
556,1510.7898574249
557,1510.79187518489
558,1510.79151650957
559,1510.79419988454
560,1510.78984374171
561,1510.79444226764
562,1510.79071668616
563,1510.79297878632
564,1510.78878535316
565,1510.79456554825
566,1510.79155198514
567,1510.7944002205
568,1510.79395082634
569,1510.79156457849
570,1510.79281954242
571,1510.7857090094
572,1510.79012805856
573,1510.79650546343
574,1510.7925555252
575,1510.7920330053
576,1510.79181505007
577,1510.79268977152
578,1510.78629840228
579,1510.79791557041
580,1510.79312120242
581,1510.79421335128
582,1510.79121708981
583,1510.79203783338
584,1510.79352528217
585,1510.79435501052
586,1510.79124455518
587,1510.79446910501
588,1510.79617864201
589,1510.7959680067
590,1510.79105903234
591,1510.78890923679
592,1510.78873150099
593,1510.78933886024
594,1510.79047861523
595,1510.78921723686
596,1510.79389339644
597,1510.79215529762
598,1510.79363459691
599,1510.79216303474
600,1510.78670486565
601,1510.79306484031
602,1510.79236863434
603,1510.7941770568
604,1510.79209540726
605,1510.78733184614
606,1510.7945122416
607,1510.78986387318
608,1510.7952762681
609,1510.79355347855
610,1510.78961749506
611,1510.79006390406
612,1510.79131971164
613,1510.79494839363
614,1510.78906088546
615,1510.79631252265
616,1510.79317436307
617,1510.79091866566
618,1510.79568635373
619,1510.7907986692
620,1510.7970403783
621,1510.79000396117
622,1510.78976742241
623,1510.79671901296
624,1510.79610029985
625,1510.78682767544
626,1510.79554373565
627,1510.78920137706
628,1510.79196709536
629,1510.79442651528
630,1510.79093806619
631,1510.79308336553
632,1510.7932359414
633,1510.79596625874
634,1510.79094291543
635,1510.79722626433
636,1510.79754570402
637,1510.78744944478
638,1510.79479758971
639,1510.79680629132
640,1510.79268080565
641,1510.79063296485
642,1510.79642075297
643,1510.79331307148
644,1510.79416768318
645,1510.79025564126
646,1510.79822819059
647,1510.79503481178
648,1510.79326777414
649,1510.79843559776
650,1510.79194382556
651,1510.79257359813
652,1510.79525267342
653,1510.79394497742
654,1510.79728457302
655,1510.79415139603
656,1510.79863784485
657,1510.79345852849
658,1510.79251331261
659,1510.78898626134
660,1510.79690058909
661,1510.79586727759
662,1510.79485922941
663,1510.8001430286
664,1510.79629127651
665,1510.79167323671
666,1510.79600739527
667,1510.79794038773
668,1510.79122955434
669,1510.79883669867
670,1510.79280999105
671,1510.79359724519
672,1510.79400991132
673,1510.79463701341
674,1510.79581905937
675,1510.79843984269
676,1510.79536018457
677,1510.79705428539
678,1510.79720001477
679,1510.79323426317
680,1510.79635998821
681,1510.80122325637
682,1510.7965625252
683,1510.79132085182
684,1510.79694449304
685,1510.79938852798
686,1510.79300252169
687,1510.79680950803
688,1510.79409587768
689,1510.79780339598
690,1510.79558467499
691,1510.79754883847
692,1510.79962553711
693,1510.80120284938
694,1510.79485431873
695,1510.79601783881
696,1510.79660978863
697,1510.79661372527
698,1510.80048481517
699,1510.79324579716
700,1510.7965226796
701,1510.79325269639
702,1510.79616512012
703,1510.7987475409
704,1510.79932387538
705,1510.79933816047
706,1510.79775421164
707,1510.80114703314
708,1510.79117330465
709,1510.79388117694
710,1510.79711956321
711,1510.79986656121
712,1510.79300804193
713,1510.79286948556
714,1510.79548901943
715,1510.79946944888
716,1510.8023345582
717,1510.79680607944
718,1510.79464104391
719,1510.79776864934
720,1510.79288198714
721,1510.8001233483
722,1510.8019919644
723,1510.79621996551
724,1510.79493747348
725,1510.79893377903
726,1510.80317107961
727,1510.80268799928
728,1510.80174772895
729,1510.80124361779
730,1510.79906349766
731,1510.79957133105
732,1510.80106503387
733,1510.80109636223
734,1510.79877948831
735,1510.79813160814
736,1510.79807995618
737,1510.80085602485
738,1510.79881603288
739,1510.80099919221
740,1510.80157438295
741,1510.79371467938
742,1510.79777496158
743,1510.79964256521
744,1510.80086604903
745,1510.80258266166
746,1510.79442881504
747,1510.80303712289
748,1510.80137114325
749,1510.80049623319
750,1510.79687976544
751,1510.8049943339
752,1510.80344022453
753,1510.80323555547
754,1510.80427315624
755,1510.80191931889
756,1510.79841483994
757,1510.79958212119
758,1510.79655520999
759,1510.79953056476
760,1510.80489516358
761,1510.80622826308
762,1510.80018345231
763,1510.79846789494
764,1510.79863105414
765,1510.80111114982
766,1510.80044292124
767,1510.80180228733
768,1510.80247480477
769,1510.79744002905
770,1510.79882571683
771,1510.80229129455
772,1510.80462690225
773,1510.8064106126
774,1510.80468819355
775,1510.8062169417
776,1510.80535300086
777,1510.80344167135
778,1510.80388601531
779,1510.80744898432
780,1510.80058513501
781,1510.80063824073
782,1510.80365662308
783,1510.80181969618
784,1510.80359220672
785,1510.8043998815
786,1510.79764932822
787,1510.80372219236
788,1510.80457405433
789,1510.80963541904
790,1510.79986435496
791,1510.80599082632
792,1510.80375595745
793,1510.80988947776
794,1510.80921072029
795,1510.80982769001
796,1510.80711573727
797,1510.8018605206
798,1510.8103162309
799,1510.80336222902
800,1510.80342567034
801,1510.80922706533
802,1510.81131537993
803,1510.80667921679
804,1510.80590084168
805,1510.80550367884
806,1510.80388410753
807,1510.80704165992
808,1510.80474615408
809,1510.79982686223
810,1510.8069011017
811,1510.81060648777
812,1510.80688382674
813,1510.80109692255
814,1510.80794713696
815,1510.80845044627
816,1510.80885151217
817,1510.80958604191
818,1510.80722699777
819,1510.80829022586
820,1510.81114487387
821,1510.80676892041
822,1510.80572090826
823,1510.81141927509
824,1510.80458658669
825,1510.80996352581
826,1510.81022492139
827,1510.81329786355
828,1510.80795988946
829,1510.81027531155
830,1510.80534480513
831,1510.8118950958
832,1510.80872094095
833,1510.81181549905
834,1510.80789763124
835,1510.80386649482
836,1510.80846228374
837,1510.81329281118
838,1510.81041478342
839,1510.80916827153
840,1510.80919311784
841,1510.80816513985
842,1510.81448830262
843,1510.81530863873
844,1510.80863817084
845,1510.80752960135
846,1510.81798130976
847,1510.81155456072
848,1510.80952467391
849,1510.81184701139
850,1510.81127304492
851,1510.81081654639
